1990-05-16-VsiZbor-s002-01,204,"Èlani Izvršnega sveta so: dr. Marko Kranjec, republiški sekretar za finance, Janez Janša, republiški sekretar za ljudsko obrambo, Igor Bavèar, republiški sekretar za notranje zadeve, dr. Rajko Pirnat, republiški sekretar za pravosodje in upravo, Jožica Puhar za republiški komite za delo, Igor Umek za republiški komite za družbeno planiranje, Stane Staniè za republiški komite za informiranje, Lojze Janko za republiški komite za zakonodajo, dr. Dimitrij Rupel za republiški komite za mednarodno sodelovanje, Mihael Jazbinšek za republiški komite za varstvo okolja in urejanje prostora, dr. Miha Tomšiè za republiški komite za energetiko, Izidor Rejc za republiški komite za industrijo in gradbeništvo, Maks Bastl za republiški komite za trg in splošne gospodarske zadeve, Ingo Paš za republiški komite za turizem in gostinstvo, Viktor Brezar za republiški komite za drobno gospodarstvo, dr. Jože Osterc za republiški komite za kmetijstvo, gozdarstvo in prehrano, Marjan Kranjc za republiški komite za promet in zveze, Franc Godeša, za republiški komite za borce in vojaške invalide, dr. Katja Boh za republiški komite za zdravstvo in socialno varstvo, dr. Peter Vencelj za republiški komite za vzgojo in izobraževanje ter telesno kulturo, dr. Peter Tancig za republiški komite za raziskovalno dejavnost in tehnologijo, dr. Janez Dular, odgovoren v Izvršnem svetu za Slovence po svetu."
1990-06-13-DruzPolZb-s002-01,170,"Komisije: Komisija Skupšèine Republike Slovenije za notranjo politiko s 13 èlani, Komisija Skupšèine Republike Slovenije za spremljanje preobrazbe družbene in zadružne lastnine s 13 èlani, Komisija Skupšèine Republike Slovenije za denacionalizacijo s 13 èlani, Komisija Skupšèine Republike Slovenije za politiko in strategijo nacionalnega in regionalnega razvoja do 15 èlanov, Komisija Republike Slovenije za urejanje skupnih interesov in odnosov v Jugoslaviji z 11 èlani, Komisija Skupšèine Republike Slovenije za èlovekove pravice in državljanske svobošèine z 11 èlani, Komisija Skupšèine Republike Slovenije za varstvo okolja in naravne dedišèine z 13 èlani, Komisija Skupšèine Republike Slovenije za pomorstvo z 11 èlani, Komisija Skupšèine Republike Slovenije za žensko politiko z 9 èlani, Komisija Skupšèine Republike slovenije za družino z 9 èlani, Komisija Skupšèine Republike Slovenije za mirovno politiko z 9 èlani, Komisija Skupšèine Republike Slovenije za informiranje z 11 èlani, Komisija Skupšèine Republike Slovenije za pripravo in spremljanje izvajanja poslovnika s 13 èlani, Komisija Skupšèine Republike Slovenije za Svetovni slovenski kongres s 13 èlani, Komisija Skupšèine Republike slovenije za ljudsko obrambo s 13 èlani."
1990-06-13-VsiZbor-s003-01,104,"Meni je žal, da kolega Šetinc teh vprašanj ni sprožil na našem poslanskem klubu in da se je odloèil za metodo razprave pred tem širokim avditorijem in zato moram to sprejeti; po moje je zelo nespametno ne sodelovati pri uresnièevanju tiste politike, ki smo jo tudi mi obljubljali volivcem, vsaj recimo 3/4 delu in moja odloèitev, da zdaj, ko je mogoèe uresnièevati resnièno evropsko orientacijo slovenske zunanje politike, da grem tja in pripomorem k temu, za kar sem se sam boril v tej stranki, bivši MO, potem ZSMS LS in tisti kratek èas, ki sem ga preživel v slovenskem parlamentu v èasu starega režima."
1990-06-13-ZbObc-s002-01,109,"Komisija za volitve, imenovanja in administrativne zadeve je na 2. seji 29.5.1990 obravnavala izhodišèa za oblikovanje delovnih teles Skupšèine Republike Slovenije, na tretji seji dne 7.6.1990 in 4. seji dne 12.6.1990 pa je obravnavala predloge odlokov, in sicer: o ustanovitvi, nalogah in sestavi in številu Komisije Skupšèine Republike Slovenije za ustavna vprašanja, o sestavi in številu èlanov Zakonodajno-pravne komisije Skupšèine Republike Slovenije, o sestavu in številu èlanov Komisije Skupšèine Republike Slovenije za vloge in pritožbe, o sestavi in številu èlanov Komisije za mednarodne odnose, o sestavi in številu èlanov Komisije za narodnosti, o sestavu in številu èlanov Komisije Skupšèine Republike Slovenije za nadzorstvo nad zakonitostjo dela Službe državne varnosti."
1990-06-13-ZbZdruDel-s002-01,96,"Vsaj v januarju nismo vedeli, pa je bila zelo visoka za nas po naši oceni za to siromašno oceno na našega dela 11,94 previsoka in sami ugotovili, ne da bi kdo povedal, da je konkretno zbrano bilo toliko in toliko dinarjev - 760 milijonov, zdravstvu pa dano ((ob povraèilu nekih iz poprejšnjih mesecev prejšnjega leta nekih obveznosti) približno okoli 500 (nekateri pravijo še manj.) In ko smo vprašali pristojne organe, kje pa je preostali denar, smo dobili odgovor, da je to samo inštrument zbiranja sredstev in da naj nas to niè ne skrbi niti niè ne briga."
1990-06-14-DruzPolZb-s002-02,117,"Za 14. toèko - predlog zakona o ratifikaciji sporazuma o garanciji med Socialistièno Federativno Republiko Jugoslavijo in Mednarodno banko za obnovo in razvoj, za drugo posojilo za strukturno prilagajanje, je predlog, da se sprejme sklep, vi ga imate, v katerem 1. toèka ostane nespremenjena, 2. toèka pa se spremeni, tako da se glasi: ""Skupšèina Republike Slovenije pooblašèa svojo delegacijo v Zboru republik in pokrajin Skupšèine Socialistiène federativne republike Jugoslavije, da v postopku usklajevanja razèisti navedeno vprašanje."" Do tu je tekst identièen, kot ga imate, potem pa se nadaljuje z novim tekstom in opozori, da ""Skupšèina Republike Slovenije porabo sredstev pogojuje s sprejemom kriterijev in meril za uporabo teh sredstev."" To je nov del zadnje, 2. toèke tega sklepa."
1990-06-14-ZbObc-s002-02,124,"Za realizacijo odkupa 80.000 ton pšenice predlagamo, da Republiški komite za kmetijstvo, gozdarstvo in prehrano in Republiški komite za tržišèe in splošne gospodarske zadeve prek podjetja za blagovne rezerve Republike Slovenije prevzameta naslednje obveznosti: a) da Republiški komite za kmetijstvo, gozdarstvo in prehrano in Republiški komite za tržišèe in splošne gospodarske zadeve zagotovita potrebna sredstva okoli 31,2 mio din za pokrivanje negativnih razlik. b) Podjetje za blagovne rezerve Republike Slovenije pa zagotovi še finanèna sredstva za pokrivanje stroškov prevoza do silosov, stroškov kakovostnega in kolièinskega prevzema, stroškov prevzema pšenice v silose in stroškov financiranja zalog, to je obresti za najeta posojila za plaèilo pšenice pridelovalcem in da pravoèasno priskrbi za potrebna sredstva, to je lastna in banèna sredstva, za nemoten odkup 80.000 ton pšenice."
1990-06-14-ZbZdruDel-s002-02,133,"Torej poroèilo komisije obsega predvsem obravnavo amandmaja, ki ga je vèeraj ustno predložil delegat Emil Milan Pintar, v naslednjem besedilu: ""V primeru, da število kandidatov presega predvideno število èlanov delegacije, se kandidatna lista tako strukturira, da se zagotovi ustrezna struktura izvoljene delegacije."" Komisija je soglašala z vsebino predlaganega amandmaja, hkrati je pa spravila predloženo besedilo v ustreznejšo formo, tako da se vsebina ni po našem mnenju prav niè spremenila, amandma k temu 27.c èlenu dopolnitve zaèasnega poslovnika naše skupšèine, pa naj bi se tako glasil: ""Lista kandidatov, na kateri število kandidatov presega število èlanov delegacije, se oblikuje tako, da se pri izvolitvi zagotovi ustrezna zastopanost politiènih organizacij."" Torej kot obrazložitev lahko reèem, da v primeru odprte kandidatne liste je s tem amandmajem omogoèeno, da bo pri izvolitvi zagotovljena ustrezna zastopanost politiènih strank."
1990-07-02-DruzPolZb-s003-01,94,"Dalje vas še obvešèamo, da je Liberalna stranka, doslej Slovenska obrtniška stranka, vložila predlog za spremembo zakona o Gospodarski zbornici, Svet svobodnih sindikatov je vložil predlog za izdajo zakona o uveljavitvi kolektivnih pogodb, Izvršni svet Skupšèine Republike Slovenije je posredoval sklep, v katerem predlaga, da Skupšèina pooblasti g. Igorja Bavèarja, èlana Izvršnega sveta Skupšèine Republike Slovenije in republiškega sekretarja za notranje zadeve, da v imenu Skupšèine Republike Slovenije podpiše dogovor o usklajevanju višine taks za izdajo in podaljšanje potnih listin, za izdajo vizumov v potno listino ter za sprejem in odpust iz državljanstva SFRJ."
1990-07-02-VsiZbor-s004-01,115,"Namreè, tudi tako imenovana soglasja k mednarodni ratifikaciji pravnih aktov se dajo s tem ustavnim zakonom do tistega roka, ko bomo rekli, da bo Skupšèina Slovenije ratificirala posebej te pravne akte in s tem podaljšati s tem ustavnim zakonom, tako kot si predstavljam, a bo v tem ustavnem zakonu povedano: ti pa ti zakoni, ti pa ti pravni predpisi Skupšèine SFRJ, ti in ti èleni Ustave SFRJ za podroèje, za ozemlje Slovenije ne veljajo veè, kar ne pomeni, da za podroèje, za ozemlje Slovenije ne veljajo veè, kar ne pomeni, da se slovenska ustava postavlja nad zvezno ustavo, postavlja se samo za ozemlje Slovenije in za obmoèje države Slovenije, ne pa za ostale dele Jugoslavije."
1990-07-02-VsiZbor-z002-01,97,"Ugotovili smo namreè, da je Družbenopolitièni zbor sprejel vse toèke po predvidenem predloženem dnevnem redu, razen predloga glede spremembe zakona o Gospodarski zbornici Slovenije, Zbor obèin je sprejel predlog zakona o hitrem postopku o spremembi zakona o Gospodarski zbornici Slovenije, ni pa sprejel toèke glede informacije orožja teritorialne obrambe, Zbor združenega dela pa je sprejel zakon o Gospodarski zbornici, vendar po skrajšanem postopku da opravi prvo fazo, sprejel je delno mnenje, da se poda delna razprava o toèki glede orožja teritorialne obrambe in razlikuje se od drugih zborov glede zakona o moratoriju prodaje nepremiènin in seènje gozdov."
1990-07-02-ZbObc-s003-01,94,"Bom zelo kratek, ne bom ponavljal tega, kar je bilo reèeno in kar je zapisano, vendar glede na to, da medzborovske skupine ni bilo vrsto odgovorov na zahtevo, ki so bile postavljene v zlasti treh zborih in glede na to, da smo imeli pred seboj predlog stališè zborov skupšèine, o katerih je pravkar govoril gospod predsednik in glede na to, da smo tudi kot predstavniki te skupine iz sestava Zbora obèin soglašali z naèelno opredelitvijo teh stališè predlagam,d a danes naš zbor tudi ta stališèa, ki jih je predsednik ravnokar prebral, tudi sprejme."
1990-07-02-ZbZdruDel-s003-01,120,"Gre za to, da ni sporna 1. toèka dnevnega reda, medtem, ko pri 2. toèki dnevnega reda, ki ste jo dobili kot predlog na dom - gre za programsko usmeritev Izvršnega sveta Skupšèine Republike Slovenije - pa je bilo dogovorjeno, da zaradi tega, ker smo paè dobili velik del gradiv šele danes, to sta dve zeleni brošurici, ki ste ju prejeli, odnesete domov, ker se bomo o njih še pogovarjali, ne samo na naslednji seji, ampak še kasneje, zato, ker so to gradiva, ki imajo dolgoroèni vsebinski pomen in jih prosim ne unièite, ampak jih zadržite zaradi tega, ker se bomo veèkrat pri citiranju na stališèa Izvršnega sveta ali pa pri programiranju dela za naslednjih veè let, še vraèali na ta gradiva."
1990-07-13-VsiZbor-z001-01,53,"V razpravi je treba povedati še, da zakon doloèa, da neizpolnitev zakona o sredstvih Sklada federacije za kreditiranje hitrejšega razvoja manj razvitih republik in pokrajin omogoèa, da zvezni sekretar za finance prek republiške službe družbenega knjigovodstva zahteva blokado republiškega oziroma pokrajinskega proraèuna, èe republike oziroma pokrajina ne izvaja predpisanih obveznosti do Sklada federacije."
1990-07-14-VsiZbor-z001-02,120,"Glede na to da tako obe ustavi kot oba zakona o ljudski obrambi še vedno dajeta organom republike vse bistvene pristojnosti v zvezi s Teritorialno obrambo in da so se te deloma zmanjšale samo na podlagi doloèenih podzakonskih aktov, navodil, pravilnikov in ukazov, ki niso v skladu z ustavo in zakoni, in da na podlagi teh ustavnih in zakonskih doloèil še vedno obstaja vsa odgovornost na strani republike in obèin, predlagam, danes vsi zbori Skupšèine Republike Slovenije sprejmejo informacijo potem ko se sestanejo na loèenih sejah, predlagajo poslance v medzborovsko skupino, ki bo na podlagi teh obeh informacij, ki sta bili predloženi, in na podlagi kasnejšega celovitega poroèila Predsedstva Republike Slovenije pripravilo predlog ocen in stališè za julijsko zasedanje skupšèine."
1990-07-18-DruzPolZb-s004-01,199,"S pošiljko, z dne 13.7.1990, ste prejeli 13 predlogov odlokov o ustanovitvi, nalogah, sestavi in številu komisij Skupšèine Republike Slovenije (za svetovni slovenski kongres, za obrambo, za družino, za žensko politiko, za pomorstvo, za denacionalizacijo, za èlovekove pravice in državljanske svobošèine, za notranjo politiko, za strategijo nacionalnega in regionalnega razvoja, za urejanje skupnih interesov in odnosov v Jugoslaviji, za varstvo okolja in naravne dedišèine, za mirovno politiko in za informiranje in predlog odloka o spremembi in dopolnitvi odloka o ustanovitvi, nalogah, sestavi in številu èlanov Komisije Skupšèine Republike Slovenije za celovito prouèitev okolišèin, posledic in pojavov oškodovanja družbenega premoženja. 13 predlogov odlokov o ustanovitvi, nalogah, sestavi in številu èlanov odborov Družbenopolitiènega zbora (in to za lokalno samoupravo, za kmetijstvo in gozdarstvo, za urejanje prostora ter stanovanjsko-komunalna vprašanja, za promet in zveze, za zdravstvo, za vzgojo in izobraževanje ter telesno kulturo, za raziskovalno dejavnost in tehnologijo, za kulturo in varstvo kulturne dedišèine, za visoko šolstvo, za delo, zaposlovanje in socialno politiko, za pravosodje in upravo, za varstvo potrošnikov, za mladinska vprašanja), ter 13 kandidatnih list za izvolitev predsednika in èlanov odbora Družbenopolitiènega zbora teh odborov in kandidatno listo za izvolitev predsednice Odbora za lokalno samoupravo na ravni Skupšèine Republike Slovenije."
1990-07-18-VsiZbor-z003-01,73,"Zlasti z nelastninskim konceptom družbene lastnine in z njim povezano dogovorno ekonomijo, s poskusi nadomešèanja èloveka in njegovih pravic ter svobošèin kot izhodišèa družbene ureditve in vira oblasti, z modelom vodilnega razreda in ene partije, èeprav korigiranega s samoupravljanjem, s podrejanjem nacionalnega interesa razrednemu ter z birokratsko politièno-partijsko organizacijo družbe in države, kar vse je, med drugim, pripeljalo do krize, do razvojne stagnacije ter socialne, gospodarske in politiène dezintegracije jugoslovanske in slovenske družbe."
1990-07-18-ZbObc-s004-01,156,"In glede na to, da se je republika opredelila, da ne èaka in da ni potreba sprejeti republiškega zakona o zadrugah, ampak da naj bi veljal zvezni predpis o reorganizacijah, s tem, da se razreši vprašanje 36. in 37. èlena, ko gre za vprašanje vraèanja družbene lastnine, je nastala velika vrzel, na naèin, da se firme, predvsem živilska industrija, mlekarne, klavnice, kleti in druga živilska industrija reorganizira na podlagi zakona o podjetjih, da ne upošteva pri teh reorganizacijah deleža kapitala, ki ga kot solastniški delež uveljavljajo in bodo uveljavljale zadruge, na podlagi naèina vraèanja zadružnega premoženja, ki ga bo uredil ali poseben zakon, ali specialni zakon o zadrugah v Sloveniji, je prišlo do transformacije v tem zadnjem polletnem obdobju, v transformacijo v holdniška podjetja, v delniške družbe in na ta naèin je bil posredno odtujen del tega premoženja, na katerem smo zainteresirani vsi zadružniki na podroèju kmetijstva in je bilo ustvarjeno predvsem v letih 52-59."
1990-07-18-ZbZdruDel-s004-01,94,"Tukaj sem pripravil eno dopolnilo, in sicer: da se v tretjem poglavju ""družbene dejavnosti"" drugi odstavek na 25. strani v celoti èrta in nadomesti z novim odstavkom, ki se glasi: ""Družbene dejavnosti so v ustrezni družbeni delitvi dela odvisne od stanja v družbi in njenega nivoja razvoja, hkrati pa so nujni pogoj za njen razvoj, zato jih ob uravnoteženi ekonomsko optimalni družbeni delitvi dela ne moremo obravnavati kot porabo, temveè kot pomemben razvojni dejavnik in integralni del celokupne družbeno ekonomske sfere, ki zagotavlja višjo izobrazbo, zdravstveno in kulturno raven celotnega prebivalstva in socialno blaginjo."
1990-07-19-DruzPolZb-s004-02,156,"Mi smo v preteklem obdobju imeli zelo muèno situacijo, ko je vsak minister kapituliral na dveh straneh (govorim o ministrih na podroèju družbenih dejavnosti) najprej je kapituliral proti lastnemu finanènemu ministru, ki ga je zmeraj stiskal na minimum in takoj za tem je kapituliral proti lastni volilni bazi, takrat je bilo to recimo njegovo profesionalno podroèje, ker je veljalo tisto klasièno kar dejansko naèelo, da najboljši kulturni minister je najboljši kulturnik, minister za zdravstvo mora biti zdravnik, minister za znanost mora biti znanstvenik; po tej logiki bi moral biti direktor pasje bolnice najveèkrat operirani pes v pasji bolnici (dobro, toliko daleè nismo šli s tem kardeljanskim naèelom, pa zelo blizu temu); posledica tega pa je, da se je ta èlovek, ki se je moral vraèati v svojo sfero, praviloma kapituliral proti financ ministru in je znižal proraèun za svoje podroèje, je povzroèil katastrofo, ker ni šel namen denarja v reorganizacijo podroèja, ampak v minimizacijo obstojeèih razmerij."
1990-07-19-VsiZbor-s005-01,141,"Sodni svet Republike Slovenije predlaga Skupšèini Republike Slovenije, da ponovno izvoli Marušo Primožiè za sodnico Temeljnega sodišèa v Ljubljani; da izvoli Bogomirja Horvata in Špelo Prodan za sodnike Temeljnega sodišèa v Kopru; Vojka Èujovièa in Majdo Urh za sodnike na Temeljnem sodišèu v Kranju; Tonèka Bevca, Martina Breganta, Brigito Domjan, Agato Jarec za sodnike Temeljnega sodišèa v Ljubljani; Jožo Nikoliè, Danila Obersnela, Konrada Rebrnika, Vanjo Štiglic, Matjaža Štoka za sodnike Temeljnega sodišèa v Mariboru; Pavla Budina in Vesno Štih za sodnike Temeljnega sodišèa v Novi Gorici; Marijo Gerden, Janjo Vreèiè in Adolfa Zupana za sodnike Temeljnega sodišèa v Novem mestu; nadalje, da razreši mag. Dušana Dougana, sodnika Temeljnega sodišèa v Kopru z 31.8.1990; Gojmiro Jelenc-Golob, sodnico Temeljnega sodišèa v Ljubljani z 31.10.1990; Aljoša Rupla, sodnika Temeljnega sodišèa v Ljubljani z 31.8.1990 in Draga Ušena, sodnika Temeljnega sodišèa v Mariboru z 31.8.1990."
1990-07-19-ZbObc-s004-02,120,"Ta trenutek pa, še enkrat poudarjam, gre za kratkoroèno politiko ukrepa ob konceptu, ki je bil predstavljen in mislim, da ga tudi mi podpiramo, vsaj pri nas v Zadružni zvezi, da se zavzemamo za odprte meje, ne zavzemamo se za zapiranje ne proti jugu ne proti vzhodu, ne proti zahodu, ampak, da se sooèamo z evropsko produktivnostjo, da pa zahtevamo, ob tistih dveh dokumentih, ko sem jih veèkrat že izpostavil, uvoz reprodukcijskega materiala brez carinskih dajatev, pa tega nismo bili uslišani, še vedno plaèujemo v nekaterih repromaterialih od 56% dajatev, sprostitev prometnega davka, èe banaliziram, tudi pri D2, ko plaèujemo cestni dinar, pa s tem zidamo stroške naše kalkulacije in še druge elemente, ki so bili v tem dokumentu napovedani."
1990-07-19-ZbZdruDel-s004-02,119,"Pri predlogu zakona o spremembi zakona o proraèunu Republike Slovenije za leto 1990, pri predlogu zakona o kriterijih in naèinu sofinanciranja uresnièevanja pravic presežkov delavcev, pri predlogu zakona o spremembah in dopolnitvah zakona o zajamèenem osebnem dohodku, pri predlogu zakona o dopolnitvi zakona o hranilno-kreditnih službah, pri predlogu za izdajo zakona o spremembi zakona o zagotavljanju sredstev za skupne družbene potrebe v letu 1990 in o proraèunu doloèenih obveznosti iz dohodka za skupne in splošne družbene potrebe za leto 1989 s predlogom zakona, o predlogu zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju ter o predlogu za izdajo zakona o spremembah in dopolnitvah zakona o postopku za ustanovitev, združitev oziroma spremembo obmoèja obèin s predlogom zakona."
1990-07-30-DruzPolZb-s004-03,117,"Sam osebno bi bil tudi za to, da se investicijske aktivnosti ustavijo, vendar sem danes slišal trditev, da bi konzervacija tega stanja stala veè kot konèati investicijo (konèati investicijo stane približno 10%.) Zato je verjetno ta solucija, kot jo bodo sedaj predlagali verjetno predstavniki Zelenih, se pravi korekcija te druge variante, s tem da se vrata pusti odprta v tem smislu, da dokler ni vse razèišèeno, toliko èasa ne bo polnjenja, prava tudi za Izvršni svet, èeprav moram povedati, da je taka solucija implicirana že v obeh variantah izvršnega sveta, ker je to bil že sklep tudi meddravske komisije, bo pa ta skupšèinski sklep zelo pripomogel k temu, da se bo avstrijska stran pravzaprav obnašala malce hitreje."
1990-07-30-VsiZbor-s006-01,80,"Preden pa izvolimo delegate za pomoè pri vodenju glasovanja, bi ta zbor opozoril oz. bi dal, èe se zbor s tem strinja, v razpravo vprašaje, ali gremo sploh v izvolitev delegacije, saj je Zbor republik in pokrajin praktièno kastriran v svojem delu, glede na to, da je bila razpušèena Skupšèina SAP Kosova in Izvršni svet Kosova, da torej Zbor republik in pokrajin, v skladu z ustavo ne more poslovati, ker nima delegacije, ki bi imela polnomoèje oz. mandat kosovske skupšèine."
1990-07-30-ZbObc-s004-03,97,"Mislim, da so tudi ostali poslanci, ki so sopodpisniki tega amandmaja, tudi v tem zboru in v Družbenopolitiènem zboru, ta trenutek pred dilemo, ali razmišlja Izvršni svet, da je omejitev oprostitve prometnega davka izkljuèno na uporabnika, ki je invalidsko-pokojninsko zavarovan, strateška usmeritev in ali se ne zaveda stanja, ki je v Sloveniji ta trenutek in bo tudi trajalo naprej, glede na to, da smo predalpska dežela, da smo z vso specifiko, ki je prisotna v švicarskem in avstrijskem kmetijstvu in da tudi mi ne bomo, še dolgo ne, koncentrirali naše posesti na eno ozko število profesionalnih kmetij."
